"22.04 10:54:07,875|" start hat status: 
"22.04 10:55:50,056|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:50,165|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:50,524|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:50,681|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:50,712|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:50,758|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:51,726|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:51,804|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:51,835|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:52,179|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:52,257|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:52,288|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:52,397|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:52,536|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:52,631|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:52,756|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:52,786|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:52,818|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:52,959|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:52,990|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:53,004|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:53,068|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:55:55,407|" loop_leser hat status: Empfagene Nummer: 2283, Msg: 2283te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:55,641|" loop_leser hat status: Empfagene Nummer: 2293, Msg: 2293te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:55,657|" loop_leser hat status: Empfagene Nummer: 2293, Msg: 2293te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:56,187|" loop_leser hat status: Empfagene Nummer: 2309, Msg: 2309te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:56,312|" loop_leser hat status: Empfagene Nummer: 2313, Msg: 2313te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:56,421|" loop_leser hat status: Empfagene Nummer: 2357, Msg: 2357te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:56,952|" loop_leser hat status: Empfagene Nummer: 2357, Msg: 2357te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:56,983|" loop_leser hat status: Empfagene Nummer: 2357, Msg: 2357te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:57,030|" loop_leser hat status: Empfagene Nummer: 2357, Msg: 2357te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:58,075|" loop_leser hat status: Empfagene Nummer: 2357, Msg: 2357te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:58,107|" loop_leser hat status: Empfagene Nummer: 2357, Msg: 2357te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:58,121|" loop_leser hat status: Empfagene Nummer: 2357, Msg: 2357te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:58,684|" loop_leser hat status: Empfagene Nummer: 2365, Msg: 2365te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:58,823|" loop_leser hat status: Empfagene Nummer: 2365, Msg: 2365te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:58,855|" loop_leser hat status: Empfagene Nummer: 2365, Msg: 2365te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:58,918|" loop_leser hat status: Empfagene Nummer: 2380, Msg: 2380te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:59,010|" loop_leser hat status: Empfagene Nummer: 2380, Msg: 2380te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:59,058|" loop_leser hat status: Empfagene Nummer: 2380, Msg: 2380te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:59,183|" loop_leser hat status: Empfagene Nummer: 2380, Msg: 2380te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:59,214|" loop_leser hat status: Empfagene Nummer: 2380, Msg: 2380te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:59,245|" loop_leser hat status: Empfagene Nummer: 2380, Msg: 2380te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:59,355|" loop_leser hat status: Empfagene Nummer: 2380, Msg: 2380te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:59,401|" loop_leser hat status: Empfagene Nummer: 2380, Msg: 2380te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:59,417|" loop_leser hat status: Empfagene Nummer: 2380, Msg: 2380te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:55:59,448|" loop_leser hat status: Empfagene Nummer: 2380, Msg: 2380te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:56:01,024|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:01,163|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:01,211|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:01,726|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:01,788|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:01,929|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:02,116|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:02,147|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:02,443|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:03,676|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:03,706|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:03,738|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:03,863|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:03,940|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:03,956|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:04,018|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:04,050|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:04,159|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:04,206|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:04,206|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:04,222|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:04,269|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:04,300|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:04,314|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:04,331|" loop_leser hat status: Empfagene Nummer: 0, Msg: Angeforderte Nachricht nicht vorhanden.. 
"22.04 10:56:05,797|" loop_leser hat status: Empfagene Nummer: 2582, Msg: 2582te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:56:05,843|" loop_leser hat status: Empfagene Nummer: 2582, Msg: 2582te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:56:06,640|" loop_leser hat status: Empfagene Nummer: 2601, Msg: 2601te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:56:06,733|" loop_leser hat status: Empfagene Nummer: 2606, Msg: 2606te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:56:06,780|" loop_leser hat status: Empfagene Nummer: 2606, Msg: 2606te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:56:06,935|" loop_leser hat status: Empfagene Nummer: 2611, Msg: 2611te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:56:07,264|" loop_leser hat status: Empfagene Nummer: 2660, Msg: 2660te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:56:07,326|" loop_leser hat status: Empfagene Nummer: 2660, Msg: 2660te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:56:07,498|" loop_leser hat status: Empfagene Nummer: 2660, Msg: 2660te Nachricht von PC/PraGr/Team labXY/2/3 erstellt. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.108.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.107.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.106.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.104.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.103.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.102.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.100.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.99.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.97.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.96.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.95.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.93.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.92.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.91.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.90.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.89.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.88.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.87.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.86.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.84.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.83.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.82.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.81.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.80.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Der Client <0.79.0> wurde zur Selbstzerstörung überredet. 
"22.04 10:56:07,980|" killAllClients hat status: Alle Clients wurden getötet. 
