"22.04 10:54:03,010|" initCMEM hat status: input: RemTime: 4000, Datei: 'cmem.log'. 
"22.04 10:55:13,320|" clientIsValid hat status: input: ClientSecs: 851308, RemTime: 4000. 
"22.04 10:55:13,320|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:13,320|" getClientNNr hat status: ClientIsValid: {<7602.84.0>,{1492,851308,515000},0}. 
"22.04 10:55:13,320|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:13,335|" updateClient hat status: input: ClientId: <7602.84.0>, NNr: 1110. 
"22.04 10:55:13,335|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:13,554|" getClientNNr hat status: input: ClientId: <7602.80.0>. 
"22.04 10:55:13,554|" getClient hat status: Client gefunden. 
"22.04 10:55:13,554|" clientIsValid hat status: input: ClientSecs: 851308, RemTime: 4000. 
"22.04 10:55:13,554|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:13,554|" getClientNNr hat status: ClientIsValid: {<7602.80.0>,{1492,851308,749000},0}. 
"22.04 10:55:13,554|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:13,569|" updateClient hat status: input: ClientId: <7602.80.0>, NNr: 1116. 
"22.04 10:55:13,569|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:13,632|" getClientNNr hat status: input: ClientId: <7602.79.0>. 
"22.04 10:55:13,632|" getClient hat status: Client gefunden. 
"22.04 10:55:13,632|" clientIsValid hat status: input: ClientSecs: 851308, RemTime: 4000. 
"22.04 10:55:13,632|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:13,632|" getClientNNr hat status: ClientIsValid: {<7602.79.0>,{1492,851308,811000},0}. 
"22.04 10:55:13,632|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:13,647|" updateClient hat status: input: ClientId: <7602.79.0>, NNr: 1116. 
"22.04 10:55:13,647|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:13,647|" getClientNNr hat status: input: ClientId: <7602.82.0>. 
"22.04 10:55:13,647|" getClient hat status: Client gefunden. 
"22.04 10:55:13,647|" clientIsValid hat status: input: ClientSecs: 851308, RemTime: 4000. 
"22.04 10:55:13,647|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:13,647|" getClientNNr hat status: ClientIsValid: {<7602.82.0>,{1492,851308,889000},0}. 
"22.04 10:55:13,647|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:13,663|" updateClient hat status: input: ClientId: <7602.82.0>, NNr: 1116. 
"22.04 10:55:13,663|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:13,975|" getClientNNr hat status: input: ClientId: <7602.86.0>. 
"22.04 10:55:13,975|" getClient hat status: Client gefunden. 
"22.04 10:55:13,975|" clientIsValid hat status: input: ClientSecs: 851309, RemTime: 4000. 
"22.04 10:55:13,975|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:13,975|" getClientNNr hat status: ClientIsValid: {<7602.86.0>,{1492,851309,232000},0}. 
"22.04 10:55:13,975|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:13,991|" updateClient hat status: input: ClientId: <7602.86.0>, NNr: 1152. 
"22.04 10:55:13,991|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:14,161|" getClientNNr hat status: input: ClientId: <7602.88.0>. 
"22.04 10:55:14,161|" getClient hat status: Client gefunden. 
"22.04 10:55:14,161|" clientIsValid hat status: input: ClientSecs: 851309, RemTime: 4000. 
"22.04 10:55:14,161|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:14,161|" getClientNNr hat status: ClientIsValid: {<7602.88.0>,{1492,851309,388000},0}. 
"22.04 10:55:14,161|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:14,177|" updateClient hat status: input: ClientId: <7602.88.0>, NNr: 1152. 
"22.04 10:55:14,177|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:14,802|" getClientNNr hat status: input: ClientId: <7602.95.0>. 
"22.04 10:55:14,802|" getClient hat status: Client gefunden. 
"22.04 10:55:14,802|" clientIsValid hat status: input: ClientSecs: 851309, RemTime: 4000. 
"22.04 10:55:14,802|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:14,802|" getClientNNr hat status: ClientIsValid: {<7602.95.0>,{1492,851309,732000},0}. 
"22.04 10:55:14,802|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:14,833|" updateClient hat status: input: ClientId: <7602.95.0>, NNr: 1152. 
"22.04 10:55:14,833|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:15,083|" getClientNNr hat status: input: ClientId: <7602.89.0>. 
"22.04 10:55:15,083|" getClient hat status: Client gefunden. 
"22.04 10:55:15,083|" clientIsValid hat status: input: ClientSecs: 851310, RemTime: 4000. 
"22.04 10:55:15,083|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:15,083|" getClientNNr hat status: ClientIsValid: {<7602.89.0>,{1492,851310,215000},0}. 
"22.04 10:55:15,083|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:15,098|" updateClient hat status: input: ClientId: <7602.89.0>, NNr: 1152. 
"22.04 10:55:15,098|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:15,129|" getClientNNr hat status: input: ClientId: <7602.91.0>. 
"22.04 10:55:15,129|" getClient hat status: Client gefunden. 
"22.04 10:55:15,129|" clientIsValid hat status: input: ClientSecs: 851310, RemTime: 4000. 
"22.04 10:55:15,129|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:15,129|" getClientNNr hat status: ClientIsValid: {<7602.91.0>,{1492,851310,153000},0}. 
"22.04 10:55:15,129|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:15,145|" updateClient hat status: input: ClientId: <7602.91.0>, NNr: 1152. 
"22.04 10:55:15,145|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:15,409|" getClientNNr hat status: input: ClientId: <7602.99.0>. 
"22.04 10:55:15,409|" getClient hat status: Client gefunden. 
"22.04 10:55:15,409|" clientIsValid hat status: input: ClientSecs: 851310, RemTime: 4000. 
"22.04 10:55:15,409|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:15,409|" getClientNNr hat status: ClientIsValid: {<7602.99.0>,{1492,851310,761000},0}. 
"22.04 10:55:15,409|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:15,425|" updateClient hat status: input: ClientId: <7602.99.0>, NNr: 1166. 
"22.04 10:55:15,425|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:15,488|" getClientNNr hat status: input: ClientId: <7602.96.0>. 
"22.04 10:55:15,488|" getClient hat status: Client gefunden. 
"22.04 10:55:15,488|" clientIsValid hat status: input: ClientSecs: 851310, RemTime: 4000. 
"22.04 10:55:15,488|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:15,488|" getClientNNr hat status: ClientIsValid: {<7602.96.0>,{1492,851310,746000},0}. 
"22.04 10:55:15,488|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:15,504|" updateClient hat status: input: ClientId: <7602.96.0>, NNr: 1166. 
"22.04 10:55:15,504|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:15,690|" getClientNNr hat status: input: ClientId: <7602.106.0>. 
"22.04 10:55:15,690|" getClient hat status: Client gefunden. 
"22.04 10:55:15,690|" clientIsValid hat status: input: ClientSecs: 851310, RemTime: 4000. 
"22.04 10:55:15,690|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:15,690|" getClientNNr hat status: ClientIsValid: {<7602.106.0>,{1492,851310,855000},0}. 
"22.04 10:55:15,690|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:15,706|" updateClient hat status: input: ClientId: <7602.106.0>, NNr: 1178. 
"22.04 10:55:15,706|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:15,722|" getClientNNr hat status: input: ClientId: <7602.103.0>. 
"22.04 10:55:15,722|" getClient hat status: Client gefunden. 
"22.04 10:55:15,722|" clientIsValid hat status: input: ClientSecs: 851310, RemTime: 4000. 
"22.04 10:55:15,722|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:15,722|" getClientNNr hat status: ClientIsValid: {<7602.103.0>,{1492,851310,933000},0}. 
"22.04 10:55:15,722|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:15,738|" updateClient hat status: input: ClientId: <7602.103.0>, NNr: 1178. 
"22.04 10:55:15,738|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:15,800|" getClientNNr hat status: input: ClientId: <7602.102.0>. 
"22.04 10:55:15,800|" getClient hat status: Client gefunden. 
"22.04 10:55:15,800|" clientIsValid hat status: input: ClientSecs: 851310, RemTime: 4000. 
"22.04 10:55:15,800|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:15,800|" getClientNNr hat status: ClientIsValid: {<7602.102.0>,{1492,851310,886000},0}. 
"22.04 10:55:15,800|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:15,815|" updateClient hat status: input: ClientId: <7602.102.0>, NNr: 1178. 
"22.04 10:55:15,815|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:15,847|" getClientNNr hat status: input: ClientId: <7602.90.0>. 
"22.04 10:55:15,847|" getClient hat status: Client gefunden. 
"22.04 10:55:15,847|" clientIsValid hat status: input: ClientSecs: 851310, RemTime: 4000. 
"22.04 10:55:15,847|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:15,847|" getClientNNr hat status: ClientIsValid: {<7602.90.0>,{1492,851310,871000},0}. 
"22.04 10:55:15,847|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:15,863|" updateClient hat status: input: ClientId: <7602.90.0>, NNr: 1178. 
"22.04 10:55:15,863|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:16,002|" getClientNNr hat status: input: ClientId: <7602.97.0>. 
"22.04 10:55:16,002|" getClient hat status: Client gefunden. 
"22.04 10:55:16,002|" clientIsValid hat status: input: ClientSecs: 851311, RemTime: 4000. 
"22.04 10:55:16,002|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:16,002|" getClientNNr hat status: ClientIsValid: {<7602.97.0>,{1492,851311,58000},0}. 
"22.04 10:55:16,002|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:16,018|" updateClient hat status: input: ClientId: <7602.97.0>, NNr: 1178. 
"22.04 10:55:16,018|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:16,034|" getClientNNr hat status: input: ClientId: <7602.92.0>. 
"22.04 10:55:16,034|" getClient hat status: Client gefunden. 
"22.04 10:55:16,034|" clientIsValid hat status: input: ClientSecs: 851311, RemTime: 4000. 
"22.04 10:55:16,034|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:16,034|" getClientNNr hat status: ClientIsValid: {<7602.92.0>,{1492,851311,136000},0}. 
"22.04 10:55:16,034|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:16,050|" updateClient hat status: input: ClientId: <7602.92.0>, NNr: 1178. 
"22.04 10:55:16,050|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:16,064|" getClientNNr hat status: input: ClientId: <7602.100.0>. 
"22.04 10:55:16,064|" getClient hat status: Client gefunden. 
"22.04 10:55:16,064|" clientIsValid hat status: input: ClientSecs: 851311, RemTime: 4000. 
"22.04 10:55:16,064|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:16,064|" getClientNNr hat status: ClientIsValid: {<7602.100.0>,{1492,851311,73000},0}. 
"22.04 10:55:16,064|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:16,081|" updateClient hat status: input: ClientId: <7602.100.0>, NNr: 1178. 
"22.04 10:55:16,081|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:16,097|" getClientNNr hat status: input: ClientId: <7602.104.0>. 
"22.04 10:55:16,097|" getClient hat status: Client gefunden. 
"22.04 10:55:16,097|" clientIsValid hat status: input: ClientSecs: 851311, RemTime: 4000. 
"22.04 10:55:16,097|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:16,097|" getClientNNr hat status: ClientIsValid: {<7602.104.0>,{1492,851311,105000},0}. 
"22.04 10:55:16,097|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:16,128|" updateClient hat status: input: ClientId: <7602.104.0>, NNr: 1178. 
"22.04 10:55:16,128|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:16,128|" getClientNNr hat status: input: ClientId: <7602.108.0>. 
"22.04 10:55:16,128|" getClient hat status: Client gefunden. 
"22.04 10:55:16,128|" clientIsValid hat status: input: ClientSecs: 851311, RemTime: 4000. 
"22.04 10:55:16,128|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:16,128|" getClientNNr hat status: ClientIsValid: {<7602.108.0>,{1492,851311,167000},0}. 
"22.04 10:55:16,128|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:16,159|" updateClient hat status: input: ClientId: <7602.108.0>, NNr: 1178. 
"22.04 10:55:16,159|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:16,189|" getClientNNr hat status: input: ClientId: <7602.93.0>. 
"22.04 10:55:16,189|" getClient hat status: Client gefunden. 
"22.04 10:55:16,189|" clientIsValid hat status: input: ClientSecs: 851311, RemTime: 4000. 
"22.04 10:55:16,189|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:16,189|" getClientNNr hat status: ClientIsValid: {<7602.93.0>,{1492,851311,183000},0}. 
"22.04 10:55:16,189|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:16,206|" updateClient hat status: input: ClientId: <7602.93.0>, NNr: 1178. 
"22.04 10:55:16,206|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:16,284|" getClientNNr hat status: input: ClientId: <7602.107.0>. 
"22.04 10:55:16,284|" getClient hat status: Client gefunden. 
"22.04 10:55:16,284|" clientIsValid hat status: input: ClientSecs: 851311, RemTime: 4000. 
"22.04 10:55:16,284|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:16,284|" getClientNNr hat status: ClientIsValid: {<7602.107.0>,{1492,851311,261000},0}. 
"22.04 10:55:16,284|" getClientNNr hat status: ExpectedNNR Result: 1. 
"22.04 10:55:16,298|" updateClient hat status: input: ClientId: <7602.107.0>, NNr: 1178. 
"22.04 10:55:16,298|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:17,609|" getClientNNr hat status: input: ClientId: <7602.83.0>. 
"22.04 10:55:17,609|" getClient hat status: Client gefunden. 
"22.04 10:55:17,609|" clientIsValid hat status: input: ClientSecs: 851312, RemTime: 4000. 
"22.04 10:55:17,609|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:17,609|" getClientNNr hat status: ClientIsValid: {<7602.83.0>,{1492,851312,9000},1084}. 
"22.04 10:55:17,609|" getClientNNr hat status: ExpectedNNR Result: 1085. 
"22.04 10:55:17,625|" updateClient hat status: input: ClientId: <7602.83.0>, NNr: 0. 
"22.04 10:55:17,625|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:17,922|" getClientNNr hat status: input: ClientId: <7602.81.0>. 
"22.04 10:55:17,922|" getClient hat status: Client gefunden. 
"22.04 10:55:17,922|" clientIsValid hat status: input: ClientSecs: 851312, RemTime: 4000. 
"22.04 10:55:17,922|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:17,922|" getClientNNr hat status: ClientIsValid: {<7602.81.0>,{1492,851312,821000},1097}. 
"22.04 10:55:17,922|" getClientNNr hat status: ExpectedNNR Result: 1098. 
"22.04 10:55:17,952|" updateClient hat status: input: ClientId: <7602.81.0>, NNr: 0. 
"22.04 10:55:17,952|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:17,000|" getClientNNr hat status: input: ClientId: <7602.87.0>. 
"22.04 10:55:17,000|" getClient hat status: Client gefunden. 
"22.04 10:55:17,000|" clientIsValid hat status: input: ClientSecs: 851312, RemTime: 4000. 
"22.04 10:55:17,000|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:17,000|" getClientNNr hat status: ClientIsValid: {<7602.87.0>,{1492,851312,852000},1097}. 
"22.04 10:55:17,000|" getClientNNr hat status: ExpectedNNR Result: 1098. 
"22.04 10:55:18,030|" updateClient hat status: input: ClientId: <7602.87.0>, NNr: 0. 
"22.04 10:55:18,030|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:18,593|" getClientNNr hat status: input: ClientId: <7602.84.0>. 
"22.04 10:55:18,593|" getClient hat status: Client gefunden. 
"22.04 10:55:18,593|" clientIsValid hat status: input: ClientSecs: 851313, RemTime: 4000. 
"22.04 10:55:18,593|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:18,593|" getClientNNr hat status: ClientIsValid: {<7602.84.0>,{1492,851313,335000},1110}. 
"22.04 10:55:18,593|" getClientNNr hat status: ExpectedNNR Result: 1111. 
"22.04 10:55:18,608|" updateClient hat status: input: ClientId: <7602.84.0>, NNr: 0. 
"22.04 10:55:18,608|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:18,794|" getClientNNr hat status: input: ClientId: <7602.80.0>. 
"22.04 10:55:18,794|" getClient hat status: Client gefunden. 
"22.04 10:55:18,794|" clientIsValid hat status: input: ClientSecs: 851313, RemTime: 4000. 
"22.04 10:55:18,794|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:18,794|" getClientNNr hat status: ClientIsValid: {<7602.80.0>,{1492,851313,569000},1116}. 
"22.04 10:55:18,794|" getClientNNr hat status: ExpectedNNR Result: 1117. 
"22.04 10:55:18,810|" updateClient hat status: input: ClientId: <7602.80.0>, NNr: 0. 
"22.04 10:55:18,810|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:18,889|" getClientNNr hat status: input: ClientId: <7602.79.0>. 
"22.04 10:55:18,889|" getClient hat status: Client gefunden. 
"22.04 10:55:18,889|" clientIsValid hat status: input: ClientSecs: 851313, RemTime: 4000. 
"22.04 10:55:18,889|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:18,889|" getClientNNr hat status: ClientIsValid: {<7602.79.0>,{1492,851313,647000},1116}. 
"22.04 10:55:18,889|" getClientNNr hat status: ExpectedNNR Result: 1117. 
"22.04 10:55:18,905|" updateClient hat status: input: ClientId: <7602.79.0>, NNr: 0. 
"22.04 10:55:18,905|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:18,935|" getClientNNr hat status: input: ClientId: <7602.82.0>. 
"22.04 10:55:18,935|" getClient hat status: Client gefunden. 
"22.04 10:55:18,935|" clientIsValid hat status: input: ClientSecs: 851313, RemTime: 4000. 
"22.04 10:55:18,935|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:18,935|" getClientNNr hat status: ClientIsValid: {<7602.82.0>,{1492,851313,663000},1116}. 
"22.04 10:55:18,935|" getClientNNr hat status: ExpectedNNR Result: 1117. 
"22.04 10:55:18,951|" updateClient hat status: input: ClientId: <7602.82.0>, NNr: 0. 
"22.04 10:55:18,951|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:19,262|" getClientNNr hat status: input: ClientId: <7602.86.0>. 
"22.04 10:55:19,262|" getClient hat status: Client gefunden. 
"22.04 10:55:19,262|" clientIsValid hat status: input: ClientSecs: 851313, RemTime: 4000. 
"22.04 10:55:19,262|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:19,262|" getClientNNr hat status: ClientIsValid: {<7602.86.0>,{1492,851313,991000},1152}. 
"22.04 10:55:19,262|" getClientNNr hat status: ExpectedNNR Result: 1153. 
"22.04 10:55:19,294|" updateClient hat status: input: ClientId: <7602.86.0>, NNr: 0. 
"22.04 10:55:19,294|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:19,357|" getClientNNr hat status: input: ClientId: <7602.88.0>. 
"22.04 10:55:19,357|" getClient hat status: Client gefunden. 
"22.04 10:55:19,357|" clientIsValid hat status: input: ClientSecs: 851314, RemTime: 4000. 
"22.04 10:55:19,357|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:19,357|" getClientNNr hat status: ClientIsValid: {<7602.88.0>,{1492,851314,178000},1152}. 
"22.04 10:55:19,357|" getClientNNr hat status: ExpectedNNR Result: 1153. 
"22.04 10:55:19,373|" updateClient hat status: input: ClientId: <7602.88.0>, NNr: 0. 
"22.04 10:55:19,373|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:20,028|" getClientNNr hat status: input: ClientId: <7602.95.0>. 
"22.04 10:55:20,028|" getClient hat status: Client gefunden. 
"22.04 10:55:20,028|" clientIsValid hat status: input: ClientSecs: 851314, RemTime: 4000. 
"22.04 10:55:20,028|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:20,028|" getClientNNr hat status: ClientIsValid: {<7602.95.0>,{1492,851314,833000},1152}. 
"22.04 10:55:20,028|" getClientNNr hat status: ExpectedNNR Result: 1153. 
"22.04 10:55:20,042|" updateClient hat status: input: ClientId: <7602.95.0>, NNr: 0. 
"22.04 10:55:20,042|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:20,058|" getClientNNr hat status: input: ClientId: <7602.89.0>. 
"22.04 10:55:20,058|" getClient hat status: Client gefunden. 
"22.04 10:55:20,058|" clientIsValid hat status: input: ClientSecs: 851315, RemTime: 4000. 
"22.04 10:55:20,058|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:20,058|" getClientNNr hat status: ClientIsValid: {<7602.89.0>,{1492,851315,98000},1152}. 
"22.04 10:55:20,058|" getClientNNr hat status: ExpectedNNR Result: 1153. 
"22.04 10:55:20,075|" updateClient hat status: input: ClientId: <7602.89.0>, NNr: 0. 
"22.04 10:55:20,075|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:20,121|" getClientNNr hat status: input: ClientId: <7602.91.0>. 
"22.04 10:55:20,121|" getClient hat status: Client gefunden. 
"22.04 10:55:20,121|" clientIsValid hat status: input: ClientSecs: 851315, RemTime: 4000. 
"22.04 10:55:20,121|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:20,121|" getClientNNr hat status: ClientIsValid: {<7602.91.0>,{1492,851315,145000},1152}. 
"22.04 10:55:20,121|" getClientNNr hat status: ExpectedNNR Result: 1153. 
"22.04 10:55:20,137|" updateClient hat status: input: ClientId: <7602.91.0>, NNr: 0. 
"22.04 10:55:20,137|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:20,511|" getClientNNr hat status: input: ClientId: <7602.99.0>. 
"22.04 10:55:20,511|" getClient hat status: Client gefunden. 
"22.04 10:55:20,511|" clientIsValid hat status: input: ClientSecs: 851315, RemTime: 4000. 
"22.04 10:55:20,511|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:20,511|" getClientNNr hat status: ClientIsValid: {<7602.99.0>,{1492,851315,426000},1166}. 
"22.04 10:55:20,511|" getClientNNr hat status: ExpectedNNR Result: 1167. 
"22.04 10:55:20,527|" updateClient hat status: input: ClientId: <7602.99.0>, NNr: 0. 
"22.04 10:55:20,527|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:20,527|" getClientNNr hat status: input: ClientId: <7602.96.0>. 
"22.04 10:55:20,527|" getClient hat status: Client gefunden. 
"22.04 10:55:20,527|" clientIsValid hat status: input: ClientSecs: 851315, RemTime: 4000. 
"22.04 10:55:20,527|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:20,527|" getClientNNr hat status: ClientIsValid: {<7602.96.0>,{1492,851315,504000},1166}. 
"22.04 10:55:20,527|" getClientNNr hat status: ExpectedNNR Result: 1167. 
"22.04 10:55:20,543|" updateClient hat status: input: ClientId: <7602.96.0>, NNr: 0. 
"22.04 10:55:20,543|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:20,667|" getClientNNr hat status: input: ClientId: <7602.103.0>. 
"22.04 10:55:20,667|" getClient hat status: Client gefunden. 
"22.04 10:55:20,667|" clientIsValid hat status: input: ClientSecs: 851315, RemTime: 4000. 
"22.04 10:55:20,667|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:20,667|" getClientNNr hat status: ClientIsValid: {<7602.103.0>,{1492,851315,738000},1178}. 
"22.04 10:55:20,667|" getClientNNr hat status: ExpectedNNR Result: 1179. 
"22.04 10:55:20,667|" updateClient hat status: input: ClientId: <7602.103.0>, NNr: 0. 
"22.04 10:55:20,667|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:20,698|" getClientNNr hat status: input: ClientId: <7602.102.0>. 
"22.04 10:55:20,698|" getClient hat status: Client gefunden. 
"22.04 10:55:20,698|" clientIsValid hat status: input: ClientSecs: 851315, RemTime: 4000. 
"22.04 10:55:20,698|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:20,698|" getClientNNr hat status: ClientIsValid: {<7602.102.0>,{1492,851315,816000},1178}. 
"22.04 10:55:20,698|" getClientNNr hat status: ExpectedNNR Result: 1179. 
"22.04 10:55:20,714|" updateClient hat status: input: ClientId: <7602.102.0>, NNr: 0. 
"22.04 10:55:20,714|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:20,730|" getClientNNr hat status: input: ClientId: <7602.106.0>. 
"22.04 10:55:20,730|" getClient hat status: Client gefunden. 
"22.04 10:55:20,730|" clientIsValid hat status: input: ClientSecs: 851315, RemTime: 4000. 
"22.04 10:55:20,730|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:20,730|" getClientNNr hat status: ClientIsValid: {<7602.106.0>,{1492,851315,707000},1178}. 
"22.04 10:55:20,730|" getClientNNr hat status: ExpectedNNR Result: 1179. 
"22.04 10:55:20,730|" updateClient hat status: input: ClientId: <7602.106.0>, NNr: 0. 
"22.04 10:55:20,730|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:20,777|" getClientNNr hat status: input: ClientId: <7602.90.0>. 
"22.04 10:55:20,777|" getClient hat status: Client gefunden. 
"22.04 10:55:20,777|" clientIsValid hat status: input: ClientSecs: 851315, RemTime: 4000. 
"22.04 10:55:20,777|" clientIsValid hat status: ClientTS ist noch nicht ausgelaufen. 
"22.04 10:55:20,777|" getClientNNr hat status: ClientIsValid: {<7602.90.0>,{1492,851315,863000},1178}. 
"22.04 10:55:20,777|" getClientNNr hat status: ExpectedNNR Result: 1179. 
"22.04 10:55:20,777|" updateClient hat status: input: ClientId: <7602.90.0>, NNr: 0. 
"22.04 10:55:20,777|" updateClient_ hat status: ClientId gefunden. 
"22.04 10:55:20,886|" getClientNNr hat status: input: ClientId: <7602.97.0>. 
"22.04 10:55:20,886|" getClient hat status: Client gefunden. 
"22.04 10:55:20,886|" clientIsValid hat status: input: ClientSecs: 851316, RemTime: 4000. 
